,ID,Tissue.Qty,Plate,Plate.Row,Plate.Col,Pos,Red,Yellow,Venation,AvgLat,AvgLong,AvgAlt
294,pb0547,NA,5,E,9,5.00E+09,0.5,2.5,1.5,42.32338958,2.068263395,1215.445
295,pb0738,NA,5,B,10,5B10,3.5,1,3.5,42.32275617,2.074340471,1196.047667
296,pb0740,NA,5,C,10,5C10,1.5,1,3.5,42.32233868,2.073351339,1196.759333
297,pb0743,NA,5,D,10,5D10,1.5,2,1.5,42.3217421,2.071741557,1203.847667
298,pb0746,1,5,E,10,5.00E+10,4,1,3,42.32320092,2.076295101,1179.782333
299,pb0747,NA,5,F,10,5F10,1.5,2.5,3,42.32282212,2.075210329,1194.984667
300,pb0754,NA,5,H,10,5H10,3.5,2.5,3,42.3237611,2.081276764,1180.220667
301,pb0757,1,5,A,11,5A11,0.5,1,1.5,42.3216637,2.070534349,1199.831333
302,pb0759,NA,5,C,11,5C11,1,2.5,2,42.32234202,2.073126618,1198.721
303,pb0763,NA,5,F,11,5F11,3.5,0.5,3,42.3237068,2.079863777,1188.266
304,pb0764,NA,5,G,11,5G11,1.5,2.5,2,42.32359194,2.079265775,1185.086333
305,pb0765,NA,5,H,11,5H11,0.5,2.5,3,42.32341213,2.077875471,1172.593
306,pb0766,NA,5,A,12,5A12,1.5,0.5,3,42.32224901,2.069072132,1208.742333
307,pb0766,NA,5,A,12,5A12,1.5,1,3,42.32224901,2.069072132,1208.742333
308,pb0767,NA,5,B,12,5B12,3,1,3.5,42.323623,2.079563482,1191.466
309,pb0768,NA,5,C,12,5C12,1.5,1,2.5,42.3235765,2.079312521,1190.990667
310,pb0768,NA,5,C,12,5C12,1.5,1,2,42.3235765,2.079312521,1190.990667
311,pb0769,NA,5,D,12,5D12,3,0.5,3,42.32314203,2.076554815,1189.724
312,pb0770,NA,5,E,12,5.00E+12,4,0.5,3.5,42.32260567,2.073937414,1195.399333
313,pb0770,NA,5,E,12,5.00E+12,4,0.5,3.5,42.32172525,2.073641091,1816.818333
314,pb0771,NA,5,F,12,5F12,2,0.5,1,42.3235547,2.079025245,1184.131
315,pb0772,NA,5,G,12,5G12,3.5,2.5,3.5,42.32168954,2.071795777,1200.425333
316,pb0773,NA,5,H,12,5H12,3,1.5,3,42.32366594,2.080598058,1184.912
317,pb0775,NA,6,B,1,6B1,0.5,1,2,42.32267475,2.074198456,1194.758667
318,pb0777,NA,6,C,1,6C1,3,1.5,3.5,42.32167274,2.071624665,1197.428333
319,pb0778,NA,6,D,1,6D1,0.5,2.5,1,42.32225069,2.069076781,1209.773
320,pb0779,NA,6,E,1,6.00E+01,1.5,2.5,1,42.32247644,2.073719089,1219.781333
321,pb0780,NA,6,F,1,6F1,0.5,1,1,42.32236142,2.073424554,1200.062
322,pb0782,NA,6,G,1,6G1,3.5,0.5,3,42.32362449,2.079844503,1192.327333
323,pb0784,NA,6,H,1,6H1,0.5,2.5,2.5,42.32167434,2.070494457,1206.646667
324,pb0785,NA,6,A,2,6A2,0.5,1,1,42.3218315,2.072149059,1200.941
325,pb0785,NA,6,A,2,6A2,0.5,1,1,42.32320518,2.076339071,1185.458
326,pb0787,NA,6,C,2,6C2,0.5,2.5,2.5,42.32282515,2.074567805,1197.011
327,pb0788,NA,6,D,2,6D2,3,1,3,42.32364227,2.080423827,1180.538667
328,pb0789,NA,6,E,2,6.00E+02,1.5,2.5,2.5,42.3222493,2.069073613,1209.337667
329,pb0790,NA,6,F,2,6F2,0.5,1.5,1,42.32225117,2.069076723,1210.183667
330,pb0791,NA,6,G,2,6G2,0.5,3,1.5,42.32227112,2.072815934,1213.210333
331,pb0792,NA,6,H,2,6H2,1.5,1,1.5,42.32327913,2.076756194,1196.966
332,pb0793,NA,6,A,3,6A3,1.5,1,1,42.3235865,2.079085426,1189.256
333,pb0794,NA,6,B,3,6B3,1.5,2,1.5,42.32182973,2.071989785,1197.595333
334,pb0795,NA,6,C,3,6C3,1.5,2.5,2.5,42.32176308,2.071762996,1212.593667
335,pb0796,NA,6,D,3,6D3,3,1,3,42.32356234,2.079073433,1185.047
336,pb0797,NA,6,E,3,6.00E+03,4,2.5,3.5,42.32180175,2.072119652,1200.442
337,pb0798,NA,6,F,3,6F3,4,1,3.5,42.32357522,2.078923286,1190.390333
338,pb0800,NA,6,H,3,6H3,3.5,3,3.5,42.32167671,2.071761276,1219.798
339,pb0810,NA,9,G,7,9G7,4,0.5,3.5,42.32192741,2.08876648,1200.43
340,pb0836,NA,9,H,7,9H7,4,1,3.5,42.32203658,2.088543059,1198.539
341,pb0854,NA,9,A,8,9A8,3.5,1,3,42.32197903,2.088856628,1207.672
342,pb0860,NA,9,B,8,9B8,4,1,3.5,42.3220043,2.088854029,1216.187
343,pb0861,NA,9,C,8,9C8,3,1,3.5,42.32197642,2.088830052,1206.207
344,pb0866,NA,9,D,8,9D8,4,0.5,3.5,42.32199236,2.088826588,1202.849
345,pb0868,NA,9,E,8,9.00E+08,3.5,1,3.5,42.32199285,2.088840639,1198.246
346,pb0869,NA,9,F,8,9F8,3.5,1,4,42.3219662,2.08884629,1198.82
347,pb0871,NA,9,G,8,9G8,3.5,0.5,3,42.32194436,2.088690934,1204.187
348,pb0873,NA,9,H,8,9H8,4,1,3,42.3219606,2.088826354,1198.444
349,pb0875,NA,10,B,5,10B5,0.5,1,0.5,42.32513691,2.0592093,1248.875
350,pb0876,NA,10,A,2,10A2,2,2.5,4,42.32544702,2.052094968,1286.418
351,pb0881,NA,9,A,9,9A9,4,0.5,3,42.32197483,2.088857886,1199.988
352,pb0883,NA,10,B,2,10B2,0.5,3,3,42.3254619,2.052093153,1279.997
353,pb0888,NA,10,C,2,10C2,1,2.5,2.5,42.32545206,2.052228715,1283.586
354,pb0893,NA,10,D,2,10D2,0.5,2.5,2.5,42.32544294,2.052212356,1286.362
355,pb0894,NA,9,B,9,9B9,3.5,0.5,3.5,42.3219816,2.08885237,1205.953
356,pb0898,NA,10,E,2,1.00E+03,0.5,3,1,42.32548038,2.052317154,1283.797
357,pb0900,NA,10,C,5,10C5,0.5,2.5,1,42.32511906,2.059221318,1249.136
358,pb0912,NA,10,E,11,1.00E+12,4,1,3.5,42.32678211,2.05207874,1388.862
359,pb0934,NA,9,H,4,9H4,4,1,3,42.3208168,2.095915345,1242.177
360,pb0952,NA,10,D,5,10D5,1.5,2.5,3.5,42.32539646,2.059105439,1286.944
361,pb0960,NA,10,C,8,10C8,0.5,2.5,NA,42.32447164,2.06492792,1224.79
362,pb1000,NA,9,A,5,9A5,3.5,1,3.5,42.32090347,2.096069209,1243.374
363,pb1008,NA,9,C,9,9C9,4,0.5,3.5,42.32193799,2.08869409,1198.908
364,pb1009,NA,9,D,9,9D9,3.5,0.5,3,42.32192965,2.088711132,1198.744
365,pb1014,NA,9,E,9,9.00E+09,4,1,3.5,42.32198206,2.088579346,1197.501
366,pb1042,NA,9,B,5,9B5,4.5,1,3.5,42.32090292,2.095988491,1242.647
367,pb1046,NA,9,C,5,9C5,3.5,1,3,42.32089528,2.095848073,1242.141
368,pb1047,NA,9,D,5,9D5,3,1,3.5,42.32089602,2.095960212,1242.685
369,pb1048,NA,9,E,5,9.00E+05,4,2.5,3,42.3209054,2.095844255,1239.318
370,pb1053,NA,9,F,5,9F5,3.5,1,3.5,42.32089134,2.096049316,1244.703
371,pb1060,NA,9,G,5,9G5,4,0.5,3.5,42.32089684,2.095843305,1239.984
372,pb1085,NA,10,F,2,10F2,0.5,3,2,42.32548105,2.052122483,1282.599
373,pb1088,NA,10,G,2,10G2,0.5,2.5,2,42.32551072,2.05233046,1279.519
374,pb1092,NA,10,H,2,10H2,0.5,2.5,2,42.32549772,2.052189549,1282.839
375,pb1093,NA,10,A,3,10A3,0.5,3,1.5,42.32549423,2.0522691,1280.141
376,pb1164,NA,10,D,8,10D8,0.5,3,1,42.32450987,2.064832183,1223.198
377,pb1166,NA,10,E,8,1.00E+09,1.5,2.5,2,42.32454739,2.064646871,1225.484
378,pb1172,NA,10,F,8,10F8,0.5,2.5,1.5,42.32454781,2.064591324,1226.713
379,pb1179,NA,10,G,8,10G8,1.5,2.5,3,42.32459929,2.064328275,1223.867
380,pb1188,NA,9,H,10,9H10,4,0.5,3.5,42.32353231,2.084468485,1189.492
381,pb1191,NA,9,A,11,9A11,4,0.5,3,42.32352187,2.084472928,1191.118
382,pb1192,1,9,F,9,9F9,3.5,1,3,42.32187218,2.088602724,1228.549
383,pb1195,NA,9,G,9,9G9,3.5,1.5,3.5,42.32186836,2.088599921,1228.549
384,pb1196,NA,9,B,11,9B11,4.5,1,3.5,42.32355876,2.084526423,1192.413
385,pb1253,NA,9,H,5,9H5,4,1,3.5,42.32089515,2.096052707,1245.775
386,pb1469,NA,9,A,6,9A6,4,1,3,42.32084807,2.096248169,1244.974
387,pb1470,NA,9,B,6,9B6,3,1,3.5,42.32088589,2.096312789,1255.644
388,pb1512,NA,9,C,6,9C6,3.5,1,3,42.3208795,2.096240036,1253.267
389,pb1522,NA,9,D,6,9D6,4,1,3,42.32089247,2.095950574,1245.275
390,pb1561,NA,9,E,6,9.00E+06,4,1,3.5,42.32085742,2.095997566,1236.616
391,pb1569,NA,9,F,6,9F6,4,1,3.5,42.32089373,2.095859661,1242.427
392,pb1591,NA,9,G,6,9G6,4,1,3.5,42.32079992,2.095925541,1265.745
393,pb1602,NA,9,H,6,9H6,3.5,1,3.5,42.32087891,2.096161095,1245.002
394,pb1606,NA,9,A,7,9A7,3,1,3.5,42.32089895,2.096100501,1247.092
395,pb1654,NA,10,E,5,1.00E+06,0.5,3,3,42.32516266,2.059239456,1248.646
396,pb1656,NA,10,F,5,10F5,0.5,2.5,3,42.32508296,2.059361173,1245.128
397,pb1658,NA,10,G,5,10G5,1,2.5,2,42.32509656,2.059305536,1247.819
398,pb1662,NA,10,H,8,10H8,0.5,2.5,2.5,42.32463306,2.064224912,1221.99
399,pb1662,NA,10,H,8,10H8,0.5,2.5,2.5,42.32457191,2.064556476,1221.949
400,pb1664,NA,10,A,9,10A9,0.5,2.5,2.5,42.32466755,2.064088985,1224.761
401,pb1665,NA,10,H,5,10H5,0.5,2.5,1,42.32514428,2.059267057,1243.958
402,pb1672,NA,10,B,9,10B9,2,2.5,3.5,42.32459889,2.064406394,1222.161
403,pb1677,NA,10,C,9,10C9,0.5,2.5,3,42.32439783,2.064983634,1226.229
404,pb1681,NA,10,A,6,10A6,0.5,2.5,2.5,42.32520134,2.059169918,1247.496
405,pb1682,NA,10,B,6,10B6,0.5,2.5,3,42.3251557,2.059142502,1247.496
406,pb1684,NA,10,C,6,10C6,0.5,3,1,42.32518586,2.059172931,1247.863
407,pb1686,NA,10,D,6,10D6,0.5,2.5,3,42.32518774,2.05909892,1248.135
408,pb1687,NA,10,D,9,10D9,0.5,3,2.5,42.32458854,2.064561245,1219.88
409,pb1691,NA,10,E,6,1.00E+07,0.5,2.5,1,42.32518451,2.059102976,1247.43
410,pb1692,NA,10,F,6,10F6,0.5,3,1.5,42.32513385,2.059232728,1247.496
411,pb1693,NA,10,E,9,1.00E+10,0.5,3,na,42.32463051,2.064171194,1224.683
412,pb1694,NA,10,F,9,10F9,0.5,3,1,42.32440732,2.064983795,1238.736
413,pb1695,NA,10,G,6,10G6,0.5,2.5,3,42.32516167,2.059086162,1246.33
414,pb1697,NA,10,G,9,10G9,0.5,2.5,2.5,42.32454217,2.064636086,1223.45
415,pb1699,1,10,H,6,10H6,0.5,3,1.5,42.32521083,2.059117883,1247.93
416,pb1700,NA,10,A,7,10A7,0.5,2.5,2.5,42.32525688,2.059014276,1249.644
417,pb1705,NA,9,C,11,9C11,4,1,3.5,42.32333453,2.084478765,1195.958
418,pb1706,NA,9,D,11,9D11,3.5,1,3.5,42.3235928,2.084537526,1187.486
419,pb1720,NA,9,E,11,9.00E+11,3.5,1,3.5,42.3235978,2.084537234,1187.461
420,pb1824,NA,6,B,4,6B4,2.5,1,3.5,42.32312436,2.07631352,1173.534667
421,pb1828,NA,6,E,4,6.00E+04,3.5,1,3,42.32355444,2.078987508,1180.189667
422,pb1829,NA,6,F,4,6F4,4,1,3.5,42.32359406,2.079560687,1203.98
423,pb1838,NA,6,D,5,6D5,3,1,3,42.32380185,2.081724741,1182.742333
424,pb1839,NA,6,E,5,6.00E+05,0.5,2.5,3.5,42.32219185,2.072615099,1186.074
425,pb1840,NA,6,F,5,6F5,4,1.5,3,42.32358033,2.079151326,1183.291333
426,pb1843,NA,9,H,9,9H9,3.5,0.5,3.5,42.32202462,2.088601678,1208.161
427,pb1844,NA,9,A,10,9A10,3.5,1,3.5,42.32196648,2.088824512,1200.741
428,pb1846,NA,9,B,10,9B10,4,1,3.5,42.32196621,2.088746932,1197.994
429,pb1847,NA,9,C,10,9C10,4.5,0.5,3,42.3219968,2.088621264,1211.373
430,pb1848,NA,9,D,10,9D10,4,0.5,4,42.32204473,2.088525958,1205.144
431,pb1850,NA,9,E,10,9.00E+10,4,1,3.5,42.32196476,2.088825218,1207.435
432,pb1857,NA,9,F,11,9F11,3.5,2,3.5,42.32359202,2.084535193,1188.412
433,pb1860,NA,9,F,10,9F10,4,1,3.5,42.32198133,2.088858775,1222.972
434,pb1914,NA,9,G,10,9G10,3,1,3.5,42.32202158,2.088673987,1210.057
435,pb1915,NA,10,B,12,10B12,3.5,1,3.5,42.32199582,2.088645272,1202.826
436,pb1941,NA,6,G,5,6G5,3,1,4,42.32285969,2.075125526,1179.872667
437,pb1945,NA,6,A,6,6A6,3,1,3.5,42.3238101,2.081720677,1181.9625
438,pb1947,NA,6,C,6,6C6,3,0.5,3,42.32378618,2.08087376,1168.942667
439,pb1948,NA,6,D,6,6D6,3.5,1,3.5,42.32368012,2.08036543,1189.166333
440,pb1962,NA,6,H,6,6H6,4,1,3.5,42.32365784,2.080433179,1183.118333
441,pb1965,NA,6,A,7,6A7,1.5,0.5,3.5,42.32365041,2.079823915,1210.368333
442,pb2052,NA,6,B,7,6B7,0.5,2.5,1,42.32331596,2.068621259,1220.817333
443,pb2182,NA,10,B,3,10B3,0.5,2.5,1.5,42.32553115,2.052283873,1287.349
444,pb2190,NA,10,C,3,10C3,0.5,2.5,1.5,42.32548758,2.052242293,1284.645
445,pb2191,NA,10,D,3,10D3,1.5,2.5,3.5,42.32550817,2.05230987,1283.208
446,pb2194,NA,10,E,3,1.00E+04,0.5,2.5,2,42.3255347,2.052312032,1287.384
447,pb2197,NA,10,F,3,10F3,0.5,2.5,1.5,42.32552377,2.052275717,1286.277
448,pb2198,NA,10,G,3,10G3,1.5,2.5,2,42.32554562,2.052329439,1287.225
449,pb2295,NA,10,B,7,10B7,0.5,2.5,2,42.32508626,2.059203408,1252.03
450,pb2303,NA,10,H,3,10H3,0.5,3,1.5,42.32548032,2.052160212,1283.276
451,pb2307,NA,10,A,4,10A4,4,1.5,3.5,42.32547321,2.052123617,1286.072
452,pb2311,NA,10,B,4,10B4,0.5,2.5,1,42.32549875,2.052142628,1283.809
453,pb2312,NA,10,C,4,10C4,4,0.5,3,42.32547761,2.052125427,1284.714
454,pb2313,NA,10,D,4,10D4,0.5,2.5,2.5,42.32550618,2.052320601,1282.235
455,pb2316,NA,10,E,4,1.00E+05,2.5,2,4,42.32548062,2.052179019,1283.711
456,pb2318,NA,10,F,4,10F4,0.5,3,1.5,42.3254831,2.052141982,1284.566
457,pb2319,NA,10,G,4,10G4,0.5,2.5,2.5,42.32550248,2.052315908,1282.62
458,pb2320,NA,10,H,4,10H4,4,1,3,42.32549048,2.052167932,1286.015
459,pb2327,1,6,D,7,6D7,0.5,2.5,1,42.32153273,2.071422857,1198.454
460,pb2327,1,6,D,7,6D7,0.5,2.5,1,42.32152658,2.071394664,1192.311333
461,pb2333,NA,6,E,7,6.00E+07,2,1,2.5,42.32338724,2.077412294,1197.424333
462,pb2335,NA,6,F,7,6F7,1,2.5,2.5,42.32266237,2.074072521,1196.874667
463,pb2337,NA,6,G,7,6G7,3.5,1,3,42.32358959,2.079692797,1206.162
464,pb2340,NA,6,H,7,6H7,4,0.5,1,42.32362003,2.079387061,1211.692333
465,pb2342,1,10,C,7,10C7,0.5,2.5,1,42.32514469,2.059098552,1246.601
466,pb2352,NA,10,H,9,10H9,0.5,2.5,2.5,42.32448781,2.064800941,1228.765
467,pb2360,NA,10,D,7,10D7,0.5,2.5,2.5,42.3251634,2.059045633,1246.757
468,pb2401,NA,6,A,8,6A8,4,1,3,42.32264752,2.074099595,1196.586
469,pb2408,NA,6,B,8,6B8,0.5,2.5,1.5,42.32249591,2.073624627,1196.135667
470,pb2410,NA,10,A,10,10A10,0.5,2.5,2.5,42.32444555,2.064867149,1226.579
471,pb2412,NA,6,C,8,6C8,3,1,3.5,42.32381535,2.080960314,1169.771333
472,pb2413,NA,6,D,8,6D8,3,1,3.5,42.32361477,2.080238151,1184.016333
473,pb2414,NA,10,B,10,10B10,0.5,2.5,2.5,42.32445152,2.064868778,1226.88
474,pb2417,NA,10,C,10,10C10,0.5,2.5,1,42.3244385,2.064875024,1225.926
475,pb2466,NA,6,E,8,6.00E+08,0.5,2.5,1.5,42.32161864,2.070655489,1210.585
476,pb2524,NA,6,F,8,6F8,2,2.5,1,42.32365364,2.079766947,1189.549667
477,pb2536,NA,6,G,8,6G8,2,1,3.5,42.32336969,2.077433575,1198.529
478,pb2539,1,6,H,8,6H8,2.5,2,3,42.3221694,2.07266986,1206.475667
479,pb2542,NA,6,A,9,6A9,3.5,0.5,3,42.32381812,2.0809871,1172.107
480,pb2543,NA,6,B,9,6B9,4,2.5,1,42.32363247,2.079240886,1191.374333
481,pb2547,NA,6,C,9,6C9,4,1,3.5,42.32357027,2.079011214,1183.594
482,pb2551,1,6,E,9,6.00E+09,3,1.5,1.5,42.32342643,2.077841599,1195.117667
483,pb2552,1,6,F,9,6F9,0.5,2,1,42.322537,2.073664667,1198.617333
484,pb2555,NA,6,G,9,6G9,0.5,0.5,1,42.32311681,2.076566544,1210.435667
485,pb2556,NA,6,H,9,6H9,3,1,3,42.32235927,2.073370674,1207.609667
486,pb2557,NA,6,A,10,6A10,3,1,3.5,42.32210597,2.072637321,1198.973667
487,pb2558,NA,6,B,10,6B10,3,2.5,3,42.32153319,2.071435152,1201.685667
488,pb2558,NA,6,B,10,6B10,3,2.5,3,42.3215163,2.071429056,1190.989667
489,pb2559,NA,6,C,10,6C10,3,1,3.5,42.32380846,2.080873263,1165.041
490,pb2560,NA,6,D,10,6D10,3,0.5,3.5,42.32367392,2.080329207,1190.247667
491,pb2595,NA,6,E,10,6.00E+10,4,0.5,3.5,42.32357135,2.078605149,1190.934667
492,pb2750,NA,6,F,10,6F10,3.5,0.5,3,42.32350348,2.077835214,1184.138
493,pb2757,NA,6,G,10,6G10,2.5,2,3,42.3228276,2.075076288,1202.854667
494,pb2804,NA,6,H,10,6H10,0.5,2.5,0.5,42.32243949,2.07001475,1230.752
495,pb2808,NA,6,A,11,6A11,3,1,3,42.32221666,2.07276846,1201.019667
496,pb2820,NA,6,B,11,6B11,0.5,2.5,1.5,42.32246892,2.069974762,1224.403
497,pb2862,NA,6,C,11,6C11,2.5,2.5,1.5,42.32176512,2.071736083,1189.663667
498,pb2863,NA,6,D,11,6D11,2,2,3.5,42.32177184,2.071788613,1174.940333
499,pb2864,NA,6,E,11,6.00E+11,3,0.5,2,42.32286907,2.075417251,1191.063
500,pb2865,NA,6,F,11,6F11,0.5,2.5,2.5,42.3227628,2.069496319,1229.3
501,pb2866,NA,6,G,11,6G11,3.5,0.5,3,42.32228375,2.073174938,1214.319333
502,pb2867,1,6,H,11,6H11,3.5,0.5,3,42.32362074,2.079867654,1186.602
503,pb2868,NA,6,A,12,6A12,2.5,2.5,3,42.32306535,2.076375847,1194.602
504,pb2869,NA,6,B,12,6B12,3,1.5,1.5,42.32223713,2.07309792,1202.250333
505,pb2871,NA,6,C,12,6C12,3.5,0.5,3.5,42.32370509,2.08167744,1186.752333
506,pb2872,NA,6,D,12,6D12,2,1,2.5,42.3230306,2.076243597,1186.068667
507,pb2873,NA,6,E,12,6.00E+12,0.5,2.5,1.5,42.32237098,2.073361274,1214.425333
508,pb2874,NA,6,F,12,6F12,3,1.5,2.5,42.32369624,2.080887833,1187.699667
509,pb2875,NA,6,G,12,6G12,2,1,3,42.32217836,2.07282133,1213.333333
510,pb2877,NA,6,H,12,6H12,1,1,2,42.32224738,2.0730228,1184.139333
511,pb2879,NA,7,A,1,7A1,3.5,2,3.5,42.32283211,2.07525003,1191.734667
512,pb2880,NA,7,B,1,7B1,4,1,3.5,42.32362994,2.079333481,1186.731
513,pb2906,NA,7,C,1,7C1,3.5,2.5,3.5,42.32230658,2.072785612,1172.309667
514,pb2907,NA,7,D,1,7D1,3.5,0.5,3,42.32321789,2.076419637,1192.978667
515,pb2910,NA,7,E,1,7.00E+01,1.5,2.5,2.5,42.32321948,2.076817653,1185.092667
516,pb2911,NA,7,F,1,7F1,0.5,2.5,3.5,42.32266726,2.06885618,1206.429
517,pb2912,NA,7,G,1,7G1,0.5,2.5,3,42.3226391,2.068871523,1205.558
518,pb2914,NA,7,H,1,7H1,1,1,2,42.3228967,2.075512311,1177.713333
519,pb2916,NA,7,A,2,7A2,2,2.5,2,42.32227432,2.072729611,1176.127667
520,pb2917,NA,7,B,2,7B2,0.5,1.5,2.5,42.32221262,2.072652389,1188.831333
521,pb2919,NA,7,C,2,7C2,2.5,1,4,42.32338217,2.068348713,1206.945
522,pb2943,NA,9,B,7,9B7,3.5,1,3,42.3209266,2.096066838,1241.835
523,pb2944,NA,9,C,7,9C7,3,1,3,42.32093029,2.096271479,1235.062
524,pb2945,1,9,D,7,9D7,3.5,1,3.5,42.32093274,2.096062395,1239.497
525,pb2946,NA,9,E,7,9.00E+07,3.5,0.5,3,42.32083578,2.095845166,1243.558
526,pb2948,NA,9,F,7,9F7,3.5,0.5,3,42.32090666,2.096229451,1239.84
527,pb3303,NA,9,G,11,9G11,3.5,0.5,3.5,42.32364664,2.08452066,1175.203
528,pb3304,NA,9,H,11,9H11,4,0.5,3.5,42.32357553,2.084489877,1185.856
529,pb3306,NA,9,A,12,9A12,4,0.5,3.5,42.32361664,2.084455884,1177.504
530,pb3308,NA,9,B,12,9B12,3.5,0.5,3.5,42.32360373,2.084465906,1171.452
531,pb3311,NA,9,C,12,9C12,3.5,1,3.5,42.32360231,2.084590324,1192.274
532,pb3312,NA,9,D,12,9D12,3,0.5,4,42.32365563,2.08455237,1177.167
533,pb3313,NA,9,E,12,9.00E+12,3.5,1,3,42.32360766,2.084581461,1192.219
534,pb3316,NA,9,F,12,9F12,4,1,3,42.32366842,2.084529719,1174.497
535,pb3317,NA,9,G,12,9G12,3.5,0.5,3,42.32362371,2.084583415,1187.099
536,pb3318,NA,9,H,12,9H12,3,0.5,3.5,42.32359948,2.084514794,1181.734
537,pb3320,NA,10,A,1,10A1,2,1,1,42.32367597,2.084541714,1174.538
538,pb3343,NA,7,D,2,7D2,3,0.5,3.5,42.32276439,2.074604136,1204.844333
539,pb3346,NA,7,E,2,7.00E+02,3.5,0.5,3,42.32212762,2.072575937,1201.802333
540,pb3354,NA,7,F,2,7F2,0.5,2.5,3,42.32286208,2.075239492,1201.936333
541,pb3355,NA,7,G,2,7G2,1,2.5,2,42.32155059,2.07087662,1205.37
542,pb3356,NA,7,H,2,7H2,2.5,1.5,3.5,42.32277823,2.074567417,1201.493333
543,pb3357,NA,7,A,3,7A3,3,0.5,2.5,42.32376043,2.081031043,1211.785333
544,pb3363,NA,10,D,10,10D10,0.5,3,1,42.32456293,2.064359796,1226.977
545,pb3368,NA,10,E,10,1.00E+11,1.5,3,1,42.32455837,2.064635377,1216.612
546,pb3370,NA,10,F,10,10F10,0.5,1,2,42.32457333,2.06445932,1221.765
547,pb3373,NA,10,G,10,10G10,0.5,2.5,1.5,42.32455022,2.064460053,1229.997
548,pb3378,1,10,H,10,10H10,0.5,2.5,2.5,42.32453619,2.064464703,1233.273
549,pb3382,1,10,E,7,1.00E+08,1.5,2.5,3,42.3251933,2.059161738,1246.836
550,pb3386,NA,10,F,7,10F7,0.5,2.5,1,42.32523922,2.059030617,1247.482
551,pb3388,NA,10,G,7,10G7,0.5,2.5,1.5,42.32519388,2.059162751,1249.975
552,pb3391,NA,10,H,7,10H7,0.5,2.5,3,42.32514394,2.059344135,1249.381
553,pb3393,NA,10,A,8,10A8,0.5,2,1,42.32523339,2.059050809,1247.006
554,pb3400,NA,10,B,8,10B8,0.5,2,1,42.32523693,2.059030617,1248.164
555,pb3403,NA,7,B,3,7B3,0.5,1,2.5,42.32351987,2.077625188,1168.738667
556,pb3405,NA,7,C,3,7C3,2,2,2.5,42.32291828,2.069406798,1231.657667
557,pb3407,NA,7,D,3,7D3,3,1.5,3,42.32373021,2.079865023,1194.208
558,pb3408,NA,7,E,3,7.00E+03,3.5,2.5,3,42.32151196,2.07145943,1206.585
559,pb3410,NA,7,G,3,7G3,3,2.5,3,42.32184546,2.072234136,1197.269
560,pb3411,NA,7,H,3,7H3,3.5,2.5,3,42.32225862,2.07281625,1181.065
561,pb3412,NA,7,A,4,7A4,0.5,1,1,42.32231231,2.073118877,1200.756
562,pb3415,1,7,C,4,7C4,0.5,1,1.5,42.32199169,2.072491567,1195.335667
563,pb3417,NA,7,D,4,7D4,0.5,2.5,1,42.32283602,2.075157221,1204.865
564,pb3424,NA,10,A,11,10A11,1,2.5,2,42.32447574,2.06492511,1215.679
565,pb3425,NA,10,B,11,10B11,0.5,2.5,1,42.32450778,2.064671167,1225.632
566,pb3426,NA,10,C,11,10C11,0.5,2.5,3,42.32447642,2.064864445,1221.82
567,pb3430,NA,10,F,12,10F12,1,2.5,3,42.32453266,2.064569167,1221.392
568,pb3432,1,10,G,12,10G12,0.5,2.5,1,42.32448359,2.064860881,1216.624
569,pb3434,NA,10,H,12,10H12,0.5,2.5,2.5,42.32454779,2.064536413,1219.895
570,pb3489,NA,10,B,1,10B1,4,0.5,3,42.32352894,2.084614559,1185.099
571,pb3490,NA,10,C,12,10C12,4,1,3.5,42.32197389,2.088848375,1205.715
572,pb3497,NA,10,C,1,10C1,3.5,1,3,42.32350572,2.084627412,1190.053
573,pb3675,NA,10,A,5,10A5,0.5,2.5,1,42.32550035,2.052315171,1284.418
574,pb3677,NA,10,D,12,10D12,1,2.5,3,42.32543157,2.052029771,1284.009
575,pb3824,NA,7,E,4,7.00E+04,0.5,3,2.5,42.32154656,2.071319133,1208.289
576,pb3827,NA,7,G,4,7G4,0.5,2.5,3,42.32192985,2.072277883,1195.166333
577,pb3829,NA,7,A,5,7A5,0.5,1,2.5,42.32286121,2.069503553,1229.657333
578,pb3834,NA,7,B,5,7B5,3.5,1,3,42.32376417,2.081144247,1195.011333
579,pb3836,NA,7,C,5,7C5,2.5,1,1,42.32265989,2.069756071,1225.48
580,pb3837,NA,7,D,5,7D5,3,2.5,1.5,42.32220116,2.072784162,1208.948333
581,pb3839,NA,7,F,5,7F5,3,0.5,3.5,42.32178345,2.071775371,1205.801667
582,pb3845,NA,10,F,11,10F11,4,1,3,42.32905403,2.052610868,1525.345
583,pb3850,NA,10,G,11,10G11,4,1,3.5,42.32906136,2.052612737,1525.272
584,pb3882,NA,7,G,5,7G5,3,1.5,NA,42.32378403,2.081258473,1189.221333
585,pb3885,1,7,H,5,7H5,0.5,2.5,1.5,42.32332881,2.076730664,1189.130333
586,pb3886,NA,7,A,6,7A6,3.5,0.5,3.5,42.32371538,2.079908061,1201.664333
587,pb3887,1,7,B,6,7B6,3.5,1,3.5,42.32354597,2.078891296,1187.604667
588,pb3888,NA,7,C,6,7C6,2,2.5,3.5,42.32239341,2.073187103,1179.289
589,pb3889,NA,7,D,6,7D6,4,1,3,42.32365927,2.079449052,1192.724333
