ID.generic,Source,Latitude,Longitude,Altitude,Plant.ID,Confirm.Plant.ID,match,Plant.ID_cap,GPS.horz.corr..m.,GPS.alt.corr..m.,Direction.from.GPS,Plant.status,Num.flower.stems,Num.vegetative.stems,Estim.Flower.No,Tallest.stem.height,Leaves.to.1st.flower,First.flowered,Perennial,Cut.stems,Total.flowers,Total.Fuit,Num.aborted.flowers,Comment,veg.flowering,Accessibility,date.of.measurement,X,X.1,Date,Time,X.2,No.Replicates,Flag,AvgLat,AvgLong,AvgAlt,Notes
3092,Crusher,42.32847594,2.058158013,1445.216,pa2280,pa2280,1,PA2280,2,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,13.7,Uncorrected,06.08.21,10:27:37am,0,1,0,42.32847594,2.058158013,1445.216,
3111,Crusher,42.32888994,2.060936198,1461.572,pa2281,pa2281,1,PA2281,1,4,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,26.5,Uncorrected,06.08.21,10:58:39am,0,1,0,42.32888994,2.060936198,1461.572,
3116,Crusher,42.32894337,2.061007903,1461.236,pa2282,pa2282,1,PA2282,1.5,3.5,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.9,Uncorrected,06.08.21,11:02:37am,0,1,0,42.32894337,2.061007903,1461.236,
3115,Crusher,42.32893412,2.060984995,1462.714,pa2283,pa2283,1,PA2283,1.5,4,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.3,Uncorrected,06.08.21,11:01:30am,0,1,0,42.32893412,2.060984995,1462.714,
3118,Crusher,42.32894419,2.061097472,1463.043,pa2285,pa2285,1,PA2285,1.5,2,NE,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.8,Uncorrected,06.08.21,11:11:54am,0,1,0,42.32894419,2.061097472,1463.043,
2951,Carol,42.32896704,2.061050244,1465.6,pa2286,pa2286,1,PA2286,1,1.5,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.5,Uncorrected,06.08.21,11:06:35am,0,1,0,42.32896704,2.061050244,1465.6,
2955,Carol,42.32900242,2.061452396,1468.886,pa2287,pa2287,1,PA2287,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3,Uncorrected,06.08.21,11:17:32am,0,1,0,42.32900242,2.061452396,1468.886,
2950,Carol,42.3289648,2.061042311,1466.711,pa2288,pa2288,1,PA2288,0,0.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.5,Uncorrected,06.08.21,11:03:27am,0,1,0,42.3289648,2.061042311,1466.711,
2963,Carol,42.32907254,2.062029127,1470.833,pa2289,pa2289,1,PA2289,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.7,Uncorrected,06.08.21,11:30:29am,0,1,0,42.32907254,2.062029127,1470.833,
3114,Crusher,42.32892891,2.060977329,1461.08,pa2290,pa2290,1,PA2290,1.5,3,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.3,Uncorrected,06.08.21,11:00:58am,0,1,0,42.32892891,2.060977329,1461.08,
2953,Carol,42.32897174,2.061234468,1467.362,pa2291,pa2291,1,PA2291,0,0.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.7,Uncorrected,06.08.21,11:11:45am,0,1,0,42.32897174,2.061234468,1467.362,
3124,Crusher,42.32894969,2.061127897,1464.361,pa2292,pa2292,1,PA2292,1.5,2,NE,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.1,Uncorrected,06.08.21,11:16:03am,0,1,0,42.32894969,2.061127897,1464.361,
2966,Carol,42.32907191,2.062013046,1471.094,pa2293,pa2293,1,PA2293,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.1,Uncorrected,06.08.21,11:32:52am,0,1,0,42.32907191,2.062013046,1471.094,
3109,Crusher,42.32891528,2.060943629,1461.54,pa2294,pa2294,1,PA2294,1,1.8,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.5,Uncorrected,06.08.21,10:57:41am,0,1,0,42.32891528,2.060943629,1461.54,
3110,Crusher,42.32891508,2.060937867,1460.962,pa2295,pa2295,1,PA2295,1,1.8,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,20.5,Uncorrected,06.08.21,10:58:16am,0,1,0,42.32891508,2.060937867,1460.962,
3112,Crusher,42.32893194,2.06095705,1463.442,pa2296,pa2296,1,PA2296,1.5,3,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.4,Uncorrected,06.08.21,10:59:45am,0,1,0,42.32893194,2.06095705,1463.442,
3121,Crusher,42.32894491,2.061099565,1464.91,pa2297,pa2297,1,PA2297,1,2,NE,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4,Uncorrected,06.08.21,11:14:09am,0,1,0,42.32894491,2.061099565,1464.91,
2981,Carol,42.32907047,2.062051589,1469.644,pa2298,pa2298,1,PA2298,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,1.8,Uncorrected,06.08.21,11:42:50am,0,1,0,42.32907047,2.062051589,1469.644,
2944,Carol,42.32865712,2.060314458,1457.669,pa2299,pa2298,0,PA2299,3,4,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.1,Uncorrected,06.08.21,10:51:51am,0,1,1,42.32865712,2.060314458,1457.669,matching error
3151,Crusher,42.32904508,2.06202959,1468.963,pa2300,pa2300,1,PA2300,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,6.2,Uncorrected,06.08.21,11:37:48am,0,1,0,42.32904508,2.06202959,1468.963,
3078,Crusher,42.32864862,2.057383941,1438.31,pa2301,pa2301,1,PA2301,0,1.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,16.5,Uncorrected,06.08.21,10:08:41am,0,1,0,42.32864862,2.057383941,1438.31,
3079,Crusher,42.32866524,2.057394328,1436.041,pa2302,pa2302,1,PA2302,3,1.5,East,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.9,Uncorrected,06.08.21,10:09:18am,0,1,0,42.32866524,2.057394328,1436.041,
3144,Crusher,42.32904469,2.062009592,1470.517,pa2303,pa2303,1,PA2303,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,6,Uncorrected,06.08.21,11:34:06am,0,1,0,42.32904469,2.062009592,1470.517,
3080,Crusher,42.32862895,2.057432592,1433.969,pa2304,pa2304,1,PA2304,4,5,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.6,Uncorrected,06.08.21,10:10:19am,0,1,0,42.32862895,2.057432592,1433.969,
2984,Carol,42.3290728,2.062039286,1469.461,pa2305,pa2305,1,PA2305,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,1.8,Uncorrected,06.08.21,11:44:00am,0,1,0,42.3290728,2.062039286,1469.461,
3084,Crusher,42.32859484,2.0576882,1436.503,pa2307,pa2307,1,PA2307,2,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.8,Uncorrected,06.08.21,10:17:44am,0,1,0,42.32859484,2.0576882,1436.503,
3166,Crusher,42.32904857,2.062027904,1468.533,pa2308,pa2308,1,PA2308,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,6.3,Uncorrected,06.08.21,11:47:29am,0,1,0,42.32904857,2.062027904,1468.533,
3082,Crusher,42.32862896,2.05747908,1434.223,pa2309,pa2309,1,PA2309,1.5,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.7,Uncorrected,06.08.21,10:14:55am,0,1,0,42.32862896,2.05747908,1434.223,
5155,Picard,42.32850676,2.058036435,1439.403,pa2310,pa2310,1,PA2310,3,6,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/22/21,3.2,Uncorrected,06/22/21,08:32:50am,0,1,0,42.32850676,2.058036435,1439.403,
3145,Crusher,42.32904596,2.062019135,1469.662,pa2311,pa2311,1,PA2311,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,6,Uncorrected,06.08.21,11:34:27am,0,1,0,42.32904596,2.062019135,1469.662,
5145,Picard,42.3286151,2.057407598,1436.15,pa2313,pa2313,1,PA2313,3,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/22/21,4.9,Uncorrected,06/22/21,08:07:27am,0,1,0,42.3286151,2.057407598,1436.15,
3146,Crusher,42.32904469,2.0620258,1469.365,pa2314,pa2314,1,PA2314,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,6.1,Uncorrected,06.08.21,11:34:56am,0,1,0,42.32904469,2.0620258,1469.365,
2974,Carol,42.32907175,2.062028219,1470.013,pa2315,pa2315,1,PA2315,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.4,Uncorrected,06.08.21,11:37:40am,0,1,0,42.32907175,2.062028219,1470.013,
2954,Carol,42.32899329,2.061502667,1468.095,pa2316,pa2316,1,PA2316,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.3,Uncorrected,06.08.21,11:15:22am,0,1,0,42.32899329,2.061502667,1468.095,
3126,Crusher,42.32896187,2.061215966,1464.607,pa2318,pa2318,1,PA2318,1.9,2.5,NE,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.7,Uncorrected,06.08.21,11:18:09am,0,1,0,42.32896187,2.061215966,1464.607,
3083,Crusher,42.32859206,2.057691266,1436.657,pa2319,pa2319,1,PA2319,2,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.8,Uncorrected,06.08.21,10:17:09am,0,1,0,42.32859206,2.057691266,1436.657,
3089,Crusher,42.32853947,2.057890079,1445.44,pa2320,pa2320,1,PA2320,1,1.5,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,4.1,Uncorrected,06.08.21,10:23:59am,0,1,0,42.32853947,2.057890079,1445.44,
5739,Picard,42.3255584,2.076109402,1360.114,pa2336,pa2336,1,PA2336,3,4,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,1.9,Uncorrected,06/26/21,08:15:29am,0,1,0,42.3255584,2.076109402,1360.114,
5733,Picard,42.32716708,2.076662003,1369.492,pa2338,pa2338,1,PA2338,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,5.2,Uncorrected,06/26/21,07:56:35am,0,1,0,42.32716708,2.076662003,1369.492,
5741,Picard,42.32540436,2.07598264,1359.374,pa2346,pa2346,1,PA2346,6,6,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,5.2,Uncorrected,06/26/21,08:18:46am,0,1,0,42.32540436,2.07598264,1359.374,
185,Picard,42.32284458,2.075176172,1194.191,pA2352,pA2352,1,PA2352,0.5,0.2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,3.9,Uncorrected,05/16/21,01:12:16pm,0,1,0,42.32284458,2.075176172,1194.191,
5742,Picard,42.32525525,2.075769762,1354.392,pa2353,pa2353,1,PA2353,4,4,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,3.8,Uncorrected,06/26/21,08:22:21am,0,1,0,42.32525525,2.075769762,1354.392,
5610,Carol,42.32377199,2.078611322,1202.069,pa2354,pa2354,1,PA2354,0,0,,Alive,3,0,3,112,23,> 2 weeks ago,yes,0,0,0,0,,flower,roadside,06/26/21,2.5,Uncorrected,06/26/21,07:43:29am,0,1,0,42.32377199,2.078611322,1202.069,
5137,Picard,42.32858743,2.056448687,1426.434,pa2362,pa2362,1,PA2362,4,8,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/22/21,3.3,Uncorrected,06/22/21,07:40:30am,0,1,0,42.32858743,2.056448687,1426.434,
5141,Picard,42.32866326,2.057066056,1434.332,pa2363,pa2363,1,PA2363,1,1,West,Alive,6,0,12,98,15,< 1 week,yes,0,0,0,0,,flower,roadside,06/22/21,7.3,Uncorrected,06/22/21,07:53:23am,0,1,0,42.32866326,2.057066056,1434.332,
5142,Picard,42.32862135,2.057109439,1434.848,pa2364,pa2364,1,PA2364,1.5,1.5,West,Alive,3,1,7,92,0,< 1 week,yes,0,0,0,0,,flower,roadside,06/22/21,6.8,Uncorrected,06/22/21,07:55:27am,0,1,0,42.32862135,2.057109439,1434.848,
3076,Crusher,42.32865487,2.057284329,1445.228,pa2368,pa2368,1,PA2368,0,1.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,15.2,Uncorrected,06.08.21,10:04:59am,0,1,0,42.32865487,2.057284329,1445.228,
3077,Crusher,42.32864649,2.05732341,1433.49,pa2370,pa2370,1,PA2370,4,4,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.5,Uncorrected,06.08.21,10:06:07am,0,1,0,42.32864649,2.05732341,1433.49,
3073,Crusher,42.32863167,2.056692968,1428.593,pa2371,pa2371,1,PA2371,5,3,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,2.2,Uncorrected,06.08.21,09:57:35am,0,1,0,42.32863167,2.056692968,1428.593,
5148,Picard,42.32861207,2.057600779,1439.315,pa2373,pa2373,1,PA2373,3,3,North,Alive,1,0,1,73,11,< 1 week,yes,0,0,0,0,,flower,roadside,06/22/21,4.6,Uncorrected,06/22/21,08:14:25am,0,1,0,42.32861207,2.057600779,1439.315,
3162,Crusher,42.32904792,2.062029718,1468.867,pa2374,pa2374,1,PA2374,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,6.3,Uncorrected,06.08.21,11:45:46am,0,1,0,42.32904792,2.062029718,1468.867,
5139,Picard,42.3286564,2.057004626,1435.081,pa2375,pa2375,1,PA2375,0,0,,Alive,10,0,5,65,12,< 1 week,yes,0,0,0,0,,flower,roadside,06/22/21,3,Uncorrected,06/22/21,07:48:59am,0,1,0,42.3286564,2.057004626,1435.081,
3075,Crusher,42.3286795,2.057269278,1435.372,pa2376,pa2376,1,PA2376,0,1.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,3.5,Uncorrected,06.08.21,10:03:40am,0,1,0,42.3286795,2.057269278,1435.372,
5136,Picard,42.32858441,2.056449761,1425.676,pa2378,pa2378,1,PA2378,4,8,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/22/21,3.3,Uncorrected,06/22/21,07:39:52am,0,1,0,42.32858441,2.056449761,1425.676,
3074,Crusher,42.32863368,2.056693678,1428.505,pa2380,pa2380,1,PA2380,5,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.08.21,5.4,Uncorrected,06.08.21,09:58:18am,0,1,0,42.32863368,2.056693678,1428.505,
78,Picard,42.32330109,2.076738205,1179.461,pA2381,pA2381,1,PA2381,1,0.5,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,19.7,Uncorrected,05/15/21,11:52:29am,0,1,0,42.32330109,2.076738205,1179.461,
81,Picard,42.32328654,2.076730142,1187.532,pA2382,pA2382,1,PA2382,2,2,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,3.3,Uncorrected,05/15/21,11:57:49am,0,1,0,42.32328654,2.076730142,1187.532,
237,Picard,42.32273541,2.074482817,1218.924,pA2384,pA2384,1,PA2384,1.5,1.5,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,2.5,Uncorrected,05/16/21,02:53:16pm,0,1,0,42.32273541,2.074482817,1218.924,
37,Picard,42.3235454,2.077399437,1187.636,pA2386,pA2386,1,PA2386,0,0.5,,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,16.2,Uncorrected,05/15/21,10:39:58am,0,1,0,42.3235454,2.077399437,1187.636,
158,Picard,42.32287999,2.075454994,1193.804,pA2389,pA2389,1,PA2389,0.5,2,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.6,Uncorrected,05/16/21,10:20:10am,0,1,0,42.32287999,2.075454994,1193.804,
5608,Carol,42.32377283,2.078587796,1200.89,pa2390,pa2390,1,PA2390,0,0,,Alive,4,1,14,75,8,< 1 week,yes,0,0,0,0,,flower,roadside,06/26/21,3.4,Uncorrected,06/26/21,07:34:57am,0,1,0,42.32377283,2.078587796,1200.89,
4,Crusher,42.32324496,2.076706403,1196.254,pA2393,pA2393,1,PA2393,2,3.5,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,3.1,Uncorrected,05/15/21,02:23:42pm,0,1,0,42.32324496,2.076706403,1196.254,
72,Picard,42.32332293,2.076769822,1182.356,pA2394,pA2394,1,PA2394,0,0,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,17,Uncorrected,05/15/21,11:42:56am,0,1,0,42.32332293,2.076769822,1182.356,
5607,Carol,42.32378529,2.078587418,1198.704,pa2397,pa2397,1,PA2397,0,0,,Alive,1,0,5,110,19,< 1 week,yes,1,0,0,0,,flower,roadside,06/26/21,5.1,Uncorrected,06/26/21,07:32:28am,0,1,0,42.32378529,2.078587418,1198.704,
16,Crusher,42.32317616,2.076434238,1194.212,pA2399,pA2399,1,PA2399,1.2,0.5,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,7.4,Uncorrected,05/15/21,03:00:48pm,0,1,0,42.32317616,2.076434238,1194.212,
3,Crusher,42.32324071,2.076728785,1199.461,pA2400,pA2400,1,PA2400,2,3,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,5.3,Uncorrected,05/15/21,02:22:01pm,0,1,0,42.32324071,2.076728785,1199.461,
5750,Picard,42.32483401,2.074888118,1347.377,pa2414,pa2414,1,PA2414,4.5,3.5,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,8.7,Uncorrected,06/26/21,08:33:09am,0,1,0,42.32483401,2.074888118,1347.377,
5606,Carol,42.32379521,2.078488026,1199.829,pa2416,pa2416,1,PA2416,0,0,,Alive,3,1,4,85,11,< 1 week,yes,0,0,0,0,,flower,roadside,06/26/21,2.5,Uncorrected,06/26/21,07:28:24am,0,1,0,42.32379521,2.078488026,1199.829,
1052,Picard,42.32352811,2.078410543,1184.524,pa2417,pa2417,1,PA2417,10,1.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/19/21,5.8,Uncorrected,05/19/21,02:43:56pm,0,3,0,42.32352977,2.078411349,1184.705,
5605,Carol,42.3237951,2.078412626,1199.739,pa2419,pa2419,1,PA2419,0,0,,Dead,7,0,6,73,15,< 1 week,yes,0,0,0,0,,flower,roadside,06/26/21,2.3,Uncorrected,06/26/21,07:26:59am,0,1,0,42.3237951,2.078412626,1199.739,
5748,Picard,42.32485948,2.074953833,1347.412,pa2425,pa2425,1,PA2425,5,4.5,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,8,Uncorrected,06/26/21,08:30:57am,0,1,0,42.32485948,2.074953833,1347.412,
468,Crusher,42.32201671,2.072514092,1211.707,pa2468,pa2468,1,PA2468,0.5,4,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,11.1,Uncorrected,05/18/21,09:05:37am,0,4,0,42.32200352,2.072535325,1208.69575,
535,Picard,42.32209252,2.072590179,1199.417,pa2470,pa2470,1,PA2470,2.2,4.2,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,2.7,Uncorrected,05/18/21,08:49:20am,0,3,0,42.32209007,2.072600244,1199.331667,
1339,Crusher,42.32209045,2.07269146,1203.134,pa2473,pa2473,1,PA2473,6,1.3,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/21/21,8.9,Uncorrected,05/21/21,02:24:38pm,0,3,0,42.32208378,2.072658342,1194.225,
529,Picard,42.32214515,2.072655494,1203.72,pa2477,pa2477,1,PA2477,1,0,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,3.6,Uncorrected,05/18/21,08:35:02am,0,3,0,42.32213691,2.072647658,1202.645333,
1342,Crusher,42.32208273,2.072665619,1199.515,pa2478,pa2478,1,PA2478,7,0.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/21/21,7.6,Uncorrected,05/21/21,02:30:40pm,0,3,0,42.32208165,2.07267513,1201.124333,
422,Picard,42.32219856,2.072774984,1202.289,pa2483,pa2483,1,PA2483,1.8,1.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/17/21,5.7,Uncorrected,05/17/21,03:30:33pm,0,3,0,42.32220293,2.072780195,1204.092667,
350,Picard,42.32233123,2.073238355,1211.11,pa2484,pa2484,1,PA2484,1.9,1.2,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/17/21,5.8,Uncorrected,05/17/21,02:15:51pm,0,3,0,42.32232956,2.073215216,1204.692333,
389,Picard,42.32223106,2.072849884,1199.754,pa2485,pa2485,1,PA2485,1.5,1,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/17/21,1.8,Uncorrected,05/17/21,02:58:10pm,0,3,0,42.32223086,2.072852351,1200.207,
428,Picard,42.32219997,2.072763346,1201.36,pa2486,pa2486,1,PA2486,0.8,1.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/17/21,5.3,Uncorrected,05/17/21,03:35:07pm,0,3,0,42.3222006,2.072760392,1200.686,
251,Picard,42.32275234,2.074255009,1209.07,pA2487,pA2487,1,PA2487,5,4,North,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,1.8,Uncorrected,05/16/21,03:10:45pm,0,1,0,42.32275234,2.074255009,1209.07,
263,Picard,42.32268762,2.074058552,1196.14,pA2495,pA2495,1,PA2495,0.3,0.3,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,19.1,Uncorrected,05/16/21,03:34:09pm,0,1,0,42.32268762,2.074058552,1196.14,
323,Picard,42.32240747,2.073330457,1198.569,pa2499,pa2499,1,PA2499,2,2.8,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/17/21,3.9,Uncorrected,05/17/21,01:50:13pm,0,3,0,42.32241478,2.073311128,1197.120667,
229,Picard,42.32279324,2.074579464,1207.514,pA2501,pA2501,1,PA2501,0,0,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,3.7,Uncorrected,05/16/21,02:39:03pm,0,1,0,42.32279324,2.074579464,1207.514,
241,Picard,42.32275189,2.074302637,1199.911,pA2512,pA2512,1,PA2512,2,2,North,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,1.9,Uncorrected,05/16/21,02:59:28pm,0,1,0,42.32275189,2.074302637,1199.911,
159,Picard,42.32290002,2.075427472,1194.627,pA2514,pA2514,1,PA2514,0.4,0.7,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.8,Uncorrected,05/16/21,10:22:11am,0,1,0,42.32290002,2.075427472,1194.627,
142,Picard,42.32294086,2.075676198,1191.375,pA2516,pA2516,1,PA2516,0.7,2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.2,Uncorrected,05/16/21,09:50:52am,0,1,0,42.32294086,2.075676198,1191.375,
140,Picard,42.32293865,2.075660649,1193.613,pA2517,pA2517,1,PA2517,0.8,1.2,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.4,Uncorrected,05/16/21,09:46:16am,0,1,0,42.32293865,2.075660649,1193.613,
210,Picard,42.32285716,2.075091065,1200.24,pA2520,pA2520,1,PA2520,0,0,West,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,7.3,Uncorrected,05/16/21,02:00:46pm,0,1,0,42.32285716,2.075091065,1200.24,
6350,Picard,42.32161444,2.070711528,1200.187,pa2530,pa2530,1,PA2530,0,0,,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,07.01.21,3.4,Uncorrected,07.01.21,04:04:39pm,0,3,0,42.32161491,2.070709785,1200.305667,
4785,Picard,NA,NA,NA,pa2691,pa2691,1,PA2691,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/19/21,0,Unknown Correction,06/19/21,11:47:36am,,1,0,NA,NA,NA,
6149,Carol,42.32673035,2.086768147,1329.921,pa2693,pa2693,1,PA2693,1,0,East,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/30/21,2.3,Uncorrected,06/30/21,04:38:09pm,0,1,0,42.32673035,2.086768147,1329.921,
4803,Crusher,42.325366,2.04855588,1353.748,pA2925,pA2025,0,PA2925,4,3,North,Alive,2,0,11,83,12,< 1 week,yes,0,0,0,0,,flower,roadside,06/21/21,4,Uncorrected,06/21/21,07:05:31am,0,1,1,42.325366,2.04855588,1353.748,matching error
8548,Crusher,42.33433566,2.068892333,1541.624,pa4405,pa4405,1,PA4405,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,7/19/2021,4.8,Uncorrected,07/19/21,07:48:30am,0,1,0,42.33433566,2.068892333,1541.624,
50,Picard,42.32315954,2.076911966,1187.324,pB0001,pB0001,1,PB0001,0.1,0,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,9.9,Uncorrected,05/15/21,11:06:29am,0,1,0,42.32315954,2.076911966,1187.324,
31,Picard,42.32320216,2.077799865,1183.638,pB0002,pB0002,1,PB0002,0,0,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,4.9,Uncorrected,05/15/21,10:29:03am,0,1,0,42.32320216,2.077799865,1183.638,
71,Picard,42.32326156,2.076829638,1196.708,pB0003,pB0003,1,PB0003,0,0,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,16.5,Uncorrected,05/15/21,11:41:49am,0,1,0,42.32326156,2.076829638,1196.708,
47,Picard,42.32336513,2.076921274,1187.425,pB0004,pB0004,1,PB0004,0,0,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,9.2,Uncorrected,05/15/21,11:00:54am,0,1,0,42.32336513,2.076921274,1187.425,
46,Picard,42.32335453,2.076913425,1187.52,pB0005,pB0005,1,PB0005,0,0,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,7.7,Uncorrected,05/15/21,10:59:40am,0,1,0,42.32335453,2.076913425,1187.52,
76,Picard,42.32324707,2.076791382,1207.302,pB0006,pB0006,1,PB0006,1,1,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,19.4,Uncorrected,05/15/21,11:49:01am,0,1,0,42.32324707,2.076791382,1207.302,
83,Picard,42.32328764,2.07675635,1189.024,pB0007,pB0007,1,PB0007,0,0,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,17.8,Uncorrected,05/15/21,11:59:34am,0,1,0,42.32328764,2.07675635,1189.024,
