PlantID	PlantID_UPPER	PlantID_LongFormat	PlantID_longFormat_refVersion	Batch	Batch_PlantID	PlantID_Batch	Species	Location	Coverage_mean	Coverage_stdev	GT_percentage	MappingQuality	InsertSize_median	Coverage_rank	Coverage_rank_MEGA	Coverage_bin	Latitude	Longitude	Altitude	Pool	bamFILE	ColorClass_1	Comments
pa2477	PA2477	2x-N709-19_Am_Pla_pa2477	2x-N709-19_Am_Pla_pa2477_v3.5	2x	2x_PA2477	PA2477_2x	Am	Pla	2.5315	29.0679	36.13	41.7447	193	773	686	Low	42.32213691	2.072647658	1202.645333	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-19_Am_Pla_pa2477_v3.5.sorted.BXnum.merged.bam	H	
pa2478	PA2478	2x-N709-20_Am_Pla_pa2478	2x-N709-20_Am_Pla_pa2478_v3.5	2x	2x_PA2478	PA2478_2x	Am	Pla	2.0071	20.1598	36.26	41.3404	192	486	400	Low	42.32208165	2.07267513	1201.124333	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-20_Am_Pla_pa2478_v3.5.sorted.BXnum.merged.bam	H	
pa2483	PA2483	2x-N709-21_Am_Pla_pa2483	2x-N709-21_Am_Pla_pa2483_v3.5	2x	2x_PA2483	PA2483_2x	Am	Pla	2.4996	23.9488	36.12	41.7588	192	761	674	Low	42.32220293	2.072780195	1204.092667	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-21_Am_Pla_pa2483_v3.5.sorted.BXnum.merged.bam	H	
pa2484	PA2484	2x-N709-22_Am_Pla_pa2484	2x-N709-22_Am_Pla_pa2484_v3.5	2x	2x_PA2484	PA2484_2x	Am	Pla	1.6711	18.4287	36.41	40.9873	199	268	182	Low	42.32232956	2.073215216	1204.692333	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-22_Am_Pla_pa2484_v3.5.sorted.BXnum.merged.bam	H	
pa2485	PA2485	2x-N709-23_Am_Pla_pa2485	2x-N709-23_Am_Pla_pa2485_v3.5	2x	2x_PA2485	PA2485_2x	Am	Pla	2.2915	27.2409	36.26	41.3638	192	655	568	Low	42.32223086	2.072852351	1200.207	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-23_Am_Pla_pa2485_v3.5.sorted.BXnum.merged.bam	H	
pa2486	PA2486	2x-N709-24_Am_Pla_pa2486	2x-N709-24_Am_Pla_pa2486_v3.5	2x	2x_PA2486	PA2486_2x	Am	Pla	1.8479	20.4845	36.28	40.9251	193	371	285	Low	42.3222006	2.072760392	1200.686	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-24_Am_Pla_pa2486_v3.5.sorted.BXnum.merged.bam	H	
pa2495	PA2495	2x-N709-25_Am_Pla_pa2495	2x-N709-25_Am_Pla_pa2495_v3.5	2x	2x_PA2495	PA2495_2x	Am	Pla	1.7696	13.8544	36.29	40.9377	194	324	238	Low	42.32268762	2.074058552	1196.14	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-25_Am_Pla_pa2495_v3.5.sorted.BXnum.merged.bam	H	
pa2499	PA2499	2x-N709-26_Am_Pla_pa2499	2x-N709-26_Am_Pla_pa2499_v3.5	2x	2x_PA2499	PA2499_2x	Am	Pla	2.2721	27.3758	36.48	41.2907	197	645	558	Low	42.32241478	2.073311128	1197.120667	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-26_Am_Pla_pa2499_v3.5.sorted.BXnum.merged.bam	H	
pa2514	PA2514	2x-N709-27_Am_Pla_pa2514	2x-N709-27_Am_Pla_pa2514_v3.5	2x	2x_PA2514	PA2514_2x	Am	Pla	1.731	13.0225	36.02	40.9957	192	301	215	Low	42.32290002	2.075427472	1194.627	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-27_Am_Pla_pa2514_v3.5.sorted.BXnum.merged.bam	H	
pa2520	PA2520	2x-N709-28_Am_Pla_pa2520	2x-N709-28_Am_Pla_pa2520_v3.5	2x	2x_PA2520	PA2520_2x	Am	Pla	2.1809	20.3127	35.97	41.8029	189	601	515	Low	42.32285716	2.075091065	1200.24	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-28_Am_Pla_pa2520_v3.5.sorted.BXnum.merged.bam	Ye	
pa2530	PA2530	2x-N709-29_Am_Pla_pa2530	2x-N709-29_Am_Pla_pa2530_v3.5	2x	2x_PA2530	PA2530_2x	Am	Pla	1.8205	22.2454	36.41	40.9078	193	355	269	Low	42.32161491	2.070709785	1200.305667	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N709-29_Am_Pla_pa2530_v3.5.sorted.BXnum.merged.bam	Ye	
pb0001	PB0001	2x-N702-1_Am_Pla_pb0001	2x-N702-1_Am_Pla_pb0001_v3.5	2x	2x_PB0001	PB0001_2x	Am	Pla	3.4747	35.3944	36.32	42.5366	205	865	774	Low	42.32315954	2.076911966	1187.324	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-1_Am_Pla_pb0001_v3.5.sorted.BXnum.merged.bam	H	
pb0002	PB0002	2x-N702-2_Am_Pla_pb0002	2x-N702-2_Am_Pla_pb0002_v3.5	2x	2x_PB0002	PB0002_2x	Am	Pla	2.5553	28.4583	36.09	42.1119	201	785	698	Low	42.32320216	2.077799865	1183.638	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-2_Am_Pla_pb0002_v3.5.sorted.BXnum.merged.bam	H	
pb0003	PB0003	2x-N702-3_Am_Pla_pb0003	2x-N702-3_Am_Pla_pb0003_v3.5	2x	2x_PB0003	PB0003_2x	Am	Pla	2.2611	21.2016	35.76	42.0734	201	636	550	Low	42.32326156	2.076829638	1196.708	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-3_Am_Pla_pb0003_v3.5.sorted.BXnum.merged.bam	FR	
pb0004	PB0004	2x-N702-4_Am_Pla_pb0004	2x-N702-4_Am_Pla_pb0004_v3.5	2x	2x_PB0004	PB0004_2x	Am	Pla	2.3844	15.3558	35.54	42.2022	198	709	622	Low	42.32336513	2.076921274	1187.425	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-4_Am_Pla_pb0004_v3.5.sorted.BXnum.merged.bam	NaN	
pb0005	PB0005	2x-N702-5_Am_Pla_pb0005	2x-N702-5_Am_Pla_pb0005_v3.5	2x	2x_PB0005	PB0005_2x	Am	Pla	2.3098	24.0628	36.33	42.0507	206	662	575	Low	42.32335453	2.076913425	1187.52	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-5_Am_Pla_pb0005_v3.5.sorted.BXnum.merged.bam	FR	
pb0006	PB0006	2x-N702-6_Am_Pla_pb0006	2x-N702-6_Am_Pla_pb0006_v3.5	2x	2x_PB0006	PB0006_2x	Am	Pla	1.6841	13.0555	35.99	41.8192	202	275	189	Low	42.32324707	2.076791382	1207.302	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-6_Am_Pla_pb0006_v3.5.sorted.BXnum.merged.bam	FR	
pb0007	PB0007	2x-N702-7_Am_Pla_pb0007	2x-N702-7_Am_Pla_pb0007_v3.5	2x	2x_PB0007	PB0007_2x	Am	Pla	1.4504	16.0207	35.82	41.2357	201	171	86	Low	42.32328764	2.07675635	1189.024	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-7_Am_Pla_pb0007_v3.5.sorted.BXnum.merged.bam	NaN	
pb0008	PB0008	2x-N702-8_Am_Pla_pb0008	2x-N702-8_Am_Pla_pb0008_v3.5	2x	2x_PB0008	PB0008_2x	Am	Pla	1.9663	21.3522	35.8	42.0371	198	456	370	Low	42.32327653	2.076724086	1187.94	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-8_Am_Pla_pb0008_v3.5.sorted.BXnum.merged.bam	NaN	
pb0009	PB0009	2x-N702-9_Am_Pla_pb0009	2x-N702-9_Am_Pla_pb0009_v3.5	2x	2x_PB0009	PB0009_2x	Am	Pla	2.8755	29.1062	36.43	42.3734	210	836	749	Low	42.3232578	2.07668735	1183.679	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-9_Am_Pla_pb0009_v3.5.sorted.BXnum.merged.bam	H	
pb0010	PB0010	2x-N702-10_Am_Pla_pb0010	2x-N702-10_Am_Pla_pb0010_v3.5	2x	2x_PB0010	PB0010_2x	Am	Pla	3.1522	27.9378	35.94	42.4864	197	855	766	Low	42.32328747	2.076750187	1188.487	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-10_Am_Pla_pb0010_v3.5.sorted.BXnum.merged.bam	H	
pb0011	PB0011	2x-N702-11_Am_Pla_pb0011	2x-N702-11_Am_Pla_pb0011_v3.5	2x	2x_PB0011	PB0011_2x	Am	Pla	2.7448	23.6954	35.76	42.4602	200	820	733	Low	42.32332424	2.076873316	1191.896	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-11_Am_Pla_pb0011_v3.5.sorted.BXnum.merged.bam	FR	
pb0012	PB0012	2x-N702-12_Am_Pla_pb0012	2x-N702-12_Am_Pla_pb0012_v3.5	2x	2x_PB0012	PB0012_2x	Am	Pla	2.5159	23.1872	35.87	42.129	198	770	683	Low	42.32327456	2.076690648	1184.095	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-12_Am_Pla_pb0012_v3.5.sorted.BXnum.merged.bam	H	
pb0013	PB0013	2x-N702-13_Am_Pla_pb0013	2x-N702-13_Am_Pla_pb0013_v3.5	2x	2x_PB0013	PB0013_2x	Am	Pla	2.9811	24.4888	36.33	42.5809	202	847	760	Low	42.32328473	2.076731015	1192.745	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-13_Am_Pla_pb0013_v3.5.sorted.BXnum.merged.bam	H	
pb0014	PB0014	2x-N702-14_Am_Pla_pb0014	2x-N702-14_Am_Pla_pb0014_v3.5	2x	2x_PB0014	PB0014_2x	Am	Pla	1.584	10.2061	35.78	41.9669	214	224	138	Low	42.32334641	2.076931147	1188.155	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-14_Am_Pla_pb0014_v3.5.sorted.BXnum.merged.bam	H	
pb0015	PB0015	2x-N702-15_Am_Pla_pb0015	2x-N702-15_Am_Pla_pb0015_v3.5	2x	2x_PB0015	PB0015_2x	Am	Pla	1.594	10.5427	35.63	41.951	197	228	142	Low	42.32329306	2.076901204	1194.095	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-15_Am_Pla_pb0015_v3.5.sorted.BXnum.merged.bam	FR	
pb0016	PB0016	2x-N702-16_Am_Pla_pb0016	2x-N702-16_Am_Pla_pb0016_v3.5	2x	2x_PB0016	PB0016_2x	Am	Pla	1.2356	10.7458	35.79	41.1335	199	117	40	Low	42.32325995	2.076892099	1195.475	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-16_Am_Pla_pb0016_v3.5.sorted.BXnum.merged.bam	H	
pb0017	PB0017	2x-N702-17_Am_Pla_pb0017	2x-N702-17_Am_Pla_pb0017_v3.5	2x	2x_PB0017	PB0017_2x	Am	Pla	3.7913	33.2675	36.33	42.5407	204	875	781	Low	42.32345688	2.077687472	1188.76	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-17_Am_Pla_pb0017_v3.5.sorted.BXnum.merged.bam	H	
pb0018	PB0018	2x-N702-18_Am_Pla_pb0018	2x-N702-18_Am_Pla_pb0018_v3.5	2x	2x_PB0018	PB0018_2x	Am	Pla	2.1678	20.2926	35.93	41.9652	196	593	507	Low	42.3232749	2.076812518	1197.093	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-18_Am_Pla_pb0018_v3.5.sorted.BXnum.merged.bam	NaN	
pb0019	PB0019	2x-N702-19_Am_Pla_pb0019	2x-N702-19_Am_Pla_pb0019_v3.5	2x	2x_PB0019	PB0019_2x	Am	Pla	2.1438	22.4246	35.85	42.0545	196	575	489	Low	42.323278	2.076735052	1186.293	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-19_Am_Pla_pb0019_v3.5.sorted.BXnum.merged.bam	Ye	
pb0020	PB0020	2x-N702-20_Am_Pla_pb0020	2x-N702-20_Am_Pla_pb0020_v3.5	2x	2x_PB0020	PB0020_2x	Am	Pla	2.401	22.3782	35.81	42.2342	194	715	628	Low	42.32330559	2.076873774	1193.615	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-20_Am_Pla_pb0020_v3.5.sorted.BXnum.merged.bam	H	
pb0021	PB0021	2x-N702-21_Am_Pla_pb0021	2x-N702-21_Am_Pla_pb0021_v3.5	2x	2x_PB0021	PB0021_2x	Am	Pla	2.3709	17.1491	36.39	42.3281	211	701	614	Low	42.32326816	2.076786358	1187.083	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-21_Am_Pla_pb0021_v3.5.sorted.BXnum.merged.bam	H	
pb0022	PB0022	2x-N702-22_Am_Pla_pb0022	2x-N702-22_Am_Pla_pb0022_v3.5	2x	2x_PB0022	PB0022_2x	Am	Pla	2.3763	20.5439	36.03	42.1827	200	703	616	Low	42.32326812	2.076764779	1193.203	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-22_Am_Pla_pb0022_v3.5.sorted.BXnum.merged.bam	FR	
pb0023	PB0023	2x-N702-23_Am_Pla_pb0023	2x-N702-23_Am_Pla_pb0023_v3.5	2x	2x_PB0023	PB0023_2x	Am	Pla	1.575	14.2929	35.72	41.8155	198	221	135	Low	42.32328245	2.076793475	1193.294	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-23_Am_Pla_pb0023_v3.5.sorted.BXnum.merged.bam	NaN	
pb0024	PB0024	2x-N702-24_Am_Pla_pb0024	2x-N702-24_Am_Pla_pb0024_v3.5	2x	2x_PB0024	PB0024_2x	Am	Pla	1.379	14.47	35.91	41.3995	201	154	69	Low	42.32336262	2.076913134	1188.202	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-24_Am_Pla_pb0024_v3.5.sorted.BXnum.merged.bam	FR	
pb0025	PB0025	2x-N702-25_Am_Pla_pb0025	2x-N702-25_Am_Pla_pb0025_v3.5	2x	2x_PB0025	PB0025_2x	Am	Pla	4.4096	40.7838	36.4	42.5207	206	888	789	Low	42.32347228	2.077802288	1186.583	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-25_Am_Pla_pb0025_v3.5.sorted.BXnum.merged.bam	NaN	
pb0026	PB0026	2x-N702-26_Am_Pla_pb0026	2x-N702-26_Am_Pla_pb0026_v3.5	2x	2x_PB0026	PB0026_2x	Am	Pla	1.9109	17.2329	36.17	41.7267	200	408	322	Low	42.32325382	2.076721312	1199.258	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-26_Am_Pla_pb0026_v3.5.sorted.BXnum.merged.bam	FR	
pb0027	PB0027	2x-N702-27_Am_Pla_pb0027	2x-N702-27_Am_Pla_pb0027_v3.5	2x	2x_PB0027	PB0027_2x	Am	Pla	2.5888	17.9005	35.73	42.3989	198	791	704	Low	42.32347249	2.077784844	1187.75	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-27_Am_Pla_pb0027_v3.5.sorted.BXnum.merged.bam	FR	
pb0028	PB0028	2x-N702-28_Am_Pla_pb0028	2x-N702-28_Am_Pla_pb0028_v3.5	2x	2x_PB0028	PB0028_2x	Am	Pla	2.1323	18.1249	35.75	41.8723	197	568	482	Low	42.32338231	2.077660479	1189.333	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-28_Am_Pla_pb0028_v3.5.sorted.BXnum.merged.bam	H	
pb0029	PB0029	2x-N702-29_Am_Pla_pb0029	2x-N702-29_Am_Pla_pb0029_v3.5	2x	2x_PB0029	PB0029_2x	Am	Pla	2.5964	22.943	36.31	42.3197	207	794	707	Low	42.3234839	2.078052314	1183.971	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-29_Am_Pla_pb0029_v3.5.sorted.BXnum.merged.bam	FR	
pb0030	PB0030	2x-N702-30_Am_Pla_pb0030	2x-N702-30_Am_Pla_pb0030_v3.5	2x	2x_PB0030	PB0030_2x	Am	Pla	2.0719	18.3898	36.03	41.9247	202	524	438	Low	42.32334838	2.076936291	1188.329	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-30_Am_Pla_pb0030_v3.5.sorted.BXnum.merged.bam	H	
pb0031	PB0031	2x-N702-31_Am_Pla_pb0031	2x-N702-31_Am_Pla_pb0031_v3.5	2x	2x_PB0031	PB0031_2x	Am	Pla	1.9973	21.5444	35.77	41.9711	197	478	392	Low	42.32326694	2.076734201	1194.626	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-31_Am_Pla_pb0031_v3.5.sorted.BXnum.merged.bam	Ye	
pb0032	PB0032	2x-N702-32_Am_Pla_pb0032	2x-N702-32_Am_Pla_pb0032_v3.5	2x	2x_PB0032	PB0032_2x	Am	Pla	1.7772	17.5741	35.87	41.7793	201	333	247	Low	42.32346248	2.07763017	1188.881	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-32_Am_Pla_pb0032_v3.5.sorted.BXnum.merged.bam	FR	
pb0033	PB0033	2x-N702-33_Am_Pla_pb0033	2x-N702-33_Am_Pla_pb0033_v3.5	2x	2x_PB0033	PB0033_2x	Am	Pla	4.3534	35.1433	36.15	42.6965	203	887	788	Low	42.32346222	2.078042915	1182.566	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-33_Am_Pla_pb0033_v3.5.sorted.BXnum.merged.bam	FR	
pb0034	PB0034	2x-N702-34_Am_Pla_pb0034	2x-N702-34_Am_Pla_pb0034_v3.5	2x	2x_PB0034	PB0034_2x	Am	Pla	2.9969	18.4941	35.82	42.5733	195	849	762	Low	42.32328886	2.076912991	1191.108	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-34_Am_Pla_pb0034_v3.5.sorted.BXnum.merged.bam	H	
pb0035	PB0035	2x-N702-35_Am_Pla_pb0035	2x-N702-35_Am_Pla_pb0035_v3.5	2x	2x_PB0035	PB0035_2x	Am	Pla	2.0825	24.6408	35.88	42.0149	194	533	447	Low	42.32334056	2.076888942	1187.193	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-35_Am_Pla_pb0035_v3.5.sorted.BXnum.merged.bam	FR	
pb0036	PB0036	2x-N702-36_Am_Pla_pb0036	2x-N702-36_Am_Pla_pb0036_v3.5	2x	2x_PB0036	PB0036_2x	Am	Pla	2.6126	33.7334	36.13	42.084	194	798	711	Low	42.32340317	2.07728954	1188.069	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-36_Am_Pla_pb0036_v3.5.sorted.BXnum.merged.bam	H	
pb0037	PB0037	2x-N702-37_Am_Pla_pb0037	2x-N702-37_Am_Pla_pb0037_v3.5	2x	2x_PB0037	PB0037_2x	Am	Pla	3.1366	36.4727	36.28	42.3625	208	854	765	Low	42.32326707	2.076737732	1200.143	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-37_Am_Pla_pb0037_v3.5.sorted.BXnum.merged.bam	H	
pb0038	PB0038	2x-N702-38_Am_Pla_pb0038	2x-N702-38_Am_Pla_pb0038_v3.5	2x	2x_PB0038	PB0038_2x	Am	Pla	3.278	31.5179	35.99	42.5585	199	856	767	Low	42.32338178	2.076883723	1187.31	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-38_Am_Pla_pb0038_v3.5.sorted.BXnum.merged.bam	NaN	
pb0039	PB0039	2x-N702-39_Am_Pla_pb0039	2x-N702-39_Am_Pla_pb0039_v3.5	2x	2x_PB0039	PB0039_2x	Am	Pla	2.3546	34.4791	35.9	42.012	196	690	603	Low	42.32327019	2.076705459	1172.789	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-39_Am_Pla_pb0039_v3.5.sorted.BXnum.merged.bam	FR	
pb0040	PB0040	2x-N702-40_Am_Pla_pb0040	2x-N702-40_Am_Pla_pb0040_v3.5	2x	2x_PB0040	PB0040_2x	Am	Pla	1.7628	12.43	35.61	41.8855	201	320	234	Low	42.32338538	2.076928704	1187.458	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-40_Am_Pla_pb0040_v3.5.sorted.BXnum.merged.bam	FR	
pb0041	PB0041	2x-N702-41_Am_Pla_pb0041	2x-N702-41_Am_Pla_pb0041_v3.5	2x	2x_PB0041	PB0041_2x	Am	Pla	3.8077	43.9605	36.4	42.4463	206	876	782	Low	42.32337099	2.076885421	1187.107	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-41_Am_Pla_pb0041_v3.5.sorted.BXnum.merged.bam	H	
pb0042	PB0042	2x-N702-42_Am_Pla_pb0042	2x-N702-42_Am_Pla_pb0042_v3.5	2x	2x_PB0042	PB0042_2x	Am	Pla	3.5286	34.3791	36.05	42.4907	202	866	775	Low	42.32333492	2.076940003	1188.148	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-42_Am_Pla_pb0042_v3.5.sorted.BXnum.merged.bam	H	
pb0043	PB0043	2x-N702-43_Am_Pla_pb0043	2x-N702-43_Am_Pla_pb0043_v3.5	2x	2x_PB0043	PB0043_2x	Am	Pla	2.8375	18.2332	35.64	42.5117	200	831	744	Low	42.32341714	2.076890678	1187.775	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-43_Am_Pla_pb0043_v3.5.sorted.BXnum.merged.bam	H	
pb0044	PB0044	2x-N702-44_Am_Pla_pb0044	2x-N702-44_Am_Pla_pb0044_v3.5	2x	2x_PB0044	PB0044_2x	Am	Pla	2.6937	17.733	35.68	42.4157	203	815	728	Low	42.32335396	2.076890341	1187.297	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-44_Am_Pla_pb0044_v3.5.sorted.BXnum.merged.bam	FR	
pb0045	PB0045	2x-N702-45_Am_Pla_pb0045	2x-N702-45_Am_Pla_pb0045_v3.5	2x	2x_PB0045	PB0045_2x	Am	Pla	2.8746	24.1032	36.19	42.5354	204	835	748	Low	42.32328671	2.076839115	1197.481	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-45_Am_Pla_pb0045_v3.5.sorted.BXnum.merged.bam	FR	
pb0046	PB0046	2x-N702-46_Am_Pla_pb0046	2x-N702-46_Am_Pla_pb0046_v3.5	2x	2x_PB0046	PB0046_2x	Am	Pla	2.3457	28.4178	36.2	42.0314	201	684	597	Low	42.32326492	2.076818189	1203.808	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-46_Am_Pla_pb0046_v3.5.sorted.BXnum.merged.bam	FR	
pb0047	PB0047	2x-N702-47_Am_Pla_pb0047	2x-N702-47_Am_Pla_pb0047_v3.5	2x	2x_PB0047	PB0047_2x	Am	Pla	1.6083	12.4801	35.76	41.9031	200	236	150	Low	42.32336351	2.076916997	1187.391	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-47_Am_Pla_pb0047_v3.5.sorted.BXnum.merged.bam	NaN	
pb0048	PB0048	2x-N702-48_Am_Pla_pb0048	2x-N702-48_Am_Pla_pb0048_v3.5	2x	2x_PB0048	PB0048_2x	Am	Pla	1.5259	10.6635	35.77	41.8664	205	198	112	Low	42.3232778	2.076735643	1188.236	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-48_Am_Pla_pb0048_v3.5.sorted.BXnum.merged.bam	NaN	
pb0049	PB0049	2x-N702-49_Am_Pla_pb0049	2x-N702-49_Am_Pla_pb0049_v3.5	2x	2x_PB0049	PB0049_2x	Am	Pla	2.5439	18.7167	36.34	42.2158	209	780	693	Low	42.32334828	2.076914208	1187.345	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-49_Am_Pla_pb0049_v3.5.sorted.BXnum.merged.bam	NaN	
pb0051	PB0051	2x-N702-50_Am_Pla_pb0051	2x-N702-50_Am_Pla_pb0051_v3.5	2x	2x_PB0051	PB0051_2x	Am	Pla	2.2796	21.123	35.91	42.177	202	649	562	Low	42.32311149	2.076269723	1195.442	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-50_Am_Pla_pb0051_v3.5.sorted.BXnum.merged.bam	FR	
pb0052	PB0052	2x-N702-51_Am_Pla_pb0052	2x-N702-51_Am_Pla_pb0052_v3.5	2x	2x_PB0052	PB0052_2x	Am	Pla	2.0753	23.6782	35.81	41.9661	197	528	442	Low	42.3231626	2.076369637	1198.541	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-51_Am_Pla_pb0052_v3.5.sorted.BXnum.merged.bam	FR	
pb0053	PB0053	2x-N702-52_Am_Pla_pb0053	2x-N702-52_Am_Pla_pb0053_v3.5	2x	2x_PB0053	PB0053_2x	Am	Pla	1.7368	14.2036	35.84	41.7822	202	302	216	Low	42.32293731	2.075721669	1180.433	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-52_Am_Pla_pb0053_v3.5.sorted.BXnum.merged.bam	H	
pb0054	PB0054	2x-N702-53_Am_Pla_pb0054	2x-N702-53_Am_Pla_pb0054_v3.5	2x	2x_PB0054	PB0054_2x	Am	Pla	2.5826	24.3254	36.38	42.51	206	789	702	Low	42.32296378	2.075867713	1198.644	core	/nfs/scistore18/bartogrp/apal/snap_hap/bams/v3.5/bams_merged_2023/2x-N702-53_Am_Pla_pb0054_v3.5.sorted.BXnum.merged.bam	H	
